StoreID,CustomerID,ProductID,ProductCategory,Timestamp
3,Cust_0148,"['P147', 'P149']","['Grocery', 'Apparel']","[Timestamp('2022-02-20 20:47:32'), Timestamp('2022-03-26 10:44:58')]"
3,Cust_0149,"['P103', 'P132', 'P143', 'P140', 'P144', 'P132', 'P121', 'P117', 'P119', 'P149']","['Electronics', 'Electronics', 'Books', 'Grocery', 'Grocery', 'Electronics', 'Grocery', 'Electronics', 'Books', 'Apparel']","[Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-03 12:17:38'), Timestamp('2022-02-26 17:15:11'), Timestamp('2022-02-26 17:15:11'), Timestamp('2022-02-26 17:15:11')]"
3,Cust_0150,"['P147', 'P110', 'P147', 'P105', 'P141', 'P125']","['Grocery', 'Books', 'Grocery', 'Electronics', 'Electronics', 'Electronics']","[Timestamp('2022-04-12 15:03:29'), Timestamp('2022-04-12 15:03:29'), Timestamp('2022-04-12 15:03:29'), Timestamp('2022-04-12 15:03:29'), Timestamp('2022-06-03 15:33:51'), Timestamp('2022-06-03 15:33:51')]"
3,Cust_0151,"['P121', 'P137', 'P141', 'P130', 'P120', 'P139', 'P100', 'P106', 'P122', 'P104', 'P132']","['Grocery', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Grocery', 'Books', 'Home Goods', 'Apparel', 'Electronics']","[Timestamp('2022-01-10 12:55:23'), Timestamp('2022-01-10 12:55:23'), Timestamp('2022-01-10 12:55:23'), Timestamp('2022-01-10 12:55:23'), Timestamp('2022-04-29 11:09:47'), Timestamp('2022-04-29 11:09:47'), Timestamp('2022-04-29 11:09:47'), Timestamp('2022-05-19 14:35:45'), Timestamp('2022-06-06 17:04:07'), Timestamp('2022-06-06 17:04:07'), Timestamp('2022-06-06 17:04:07')]"
3,Cust_0152,"['P136', 'P130']","['Books', 'Electronics']","[Timestamp('2022-02-15 19:40:02'), Timestamp('2022-02-15 19:40:02')]"
3,Cust_0154,"['P120', 'P105', 'P103', 'P106', 'P140']","['Electronics', 'Electronics', 'Electronics', 'Books', 'Grocery']","[Timestamp('2022-04-05 13:42:25'), Timestamp('2022-04-05 13:42:25'), Timestamp('2022-05-23 09:52:54'), Timestamp('2022-05-23 09:52:54'), Timestamp('2022-06-25 17:50:41')]"
3,Cust_0155,"['P110', 'P127', 'P126']","['Books', 'Books', 'Electronics']","[Timestamp('2022-02-17 20:12:34'), Timestamp('2022-02-17 20:12:34'), Timestamp('2022-06-09 09:46:47')]"
3,Cust_0156,"['P105', 'P147', 'P149', 'P144']","['Electronics', 'Grocery', 'Apparel', 'Grocery']","[Timestamp('2022-02-28 11:58:48'), Timestamp('2022-04-20 18:58:26'), Timestamp('2022-05-16 19:10:43'), Timestamp('2022-05-16 19:10:43')]"
3,Cust_0157,"['P141', 'P108', 'P109', 'P115', 'P139', 'P126', 'P106', 'P143']","['Electronics', 'Grocery', 'Books', 'Apparel', 'Grocery', 'Electronics', 'Books', 'Books']","[Timestamp('2022-02-16 12:51:13'), Timestamp('2022-02-16 12:51:13'), Timestamp('2022-02-16 12:51:13'), Timestamp('2022-04-03 15:42:37'), Timestamp('2022-04-03 15:42:37'), Timestamp('2022-05-09 11:26:26'), Timestamp('2022-05-09 11:26:26'), Timestamp('2022-05-09 11:26:26')]"
3,Cust_0158,"['P110', 'P144', 'P135', 'P129', 'P132', 'P106', 'P104', 'P122', 'P130', 'P148']","['Books', 'Grocery', 'Home Goods', 'Electronics', 'Electronics', 'Books', 'Apparel', 'Home Goods', 'Electronics', 'Books']","[Timestamp('2022-03-13 17:40:08'), Timestamp('2022-03-13 17:40:08'), Timestamp('2022-03-13 17:40:08'), Timestamp('2022-04-14 12:36:27'), Timestamp('2022-04-14 12:36:27'), Timestamp('2022-04-14 12:36:27'), Timestamp('2022-04-14 12:36:27'), Timestamp('2022-04-14 12:36:27'), Timestamp('2022-04-14 12:36:27'), Timestamp('2022-04-14 12:36:27')]"
3,Cust_0159,"['P115', 'P141', 'P106', 'P140', 'P138', 'P105', 'P117', 'P124']","['Apparel', 'Electronics', 'Books', 'Grocery', 'Home Goods', 'Electronics', 'Electronics', 'Electronics']","[Timestamp('2022-03-27 09:56:00'), Timestamp('2022-03-27 09:56:00'), Timestamp('2022-03-27 09:56:00'), Timestamp('2022-04-09 10:16:06'), Timestamp('2022-04-09 10:16:06'), Timestamp('2022-05-22 17:08:14'), Timestamp('2022-06-22 11:38:55'), Timestamp('2022-06-22 11:38:55')]"
3,Cust_0160,"['P123', 'P141', 'P129']","['Books', 'Electronics', 'Electronics']","[Timestamp('2022-02-15 16:01:39'), Timestamp('2022-03-26 17:21:36'), Timestamp('2022-03-26 17:21:36')]"
3,Cust_0161,"['P121', 'P111', 'P132']","['Grocery', 'Electronics', 'Electronics']","[Timestamp('2022-06-12 17:27:10'), Timestamp('2022-06-12 17:27:10'), Timestamp('2022-06-12 17:27:10')]"
3,Cust_0162,"['P145', 'P115']","['Grocery', 'Apparel']","[Timestamp('2022-02-08 11:06:55'), Timestamp('2022-02-08 11:06:55')]"
3,Cust_0163,"['P127', 'P108', 'P108', 'P115', 'P124', 'P144', 'P106', 'P112']","['Books', 'Grocery', 'Grocery', 'Apparel', 'Electronics', 'Grocery', 'Books', 'Home Goods']","[Timestamp('2022-02-07 11:00:55'), Timestamp('2022-02-07 11:00:55'), Timestamp('2022-02-07 11:00:55'), Timestamp('2022-02-07 11:00:55'), Timestamp('2022-03-24 15:41:28'), Timestamp('2022-03-24 15:41:28'), Timestamp('2022-03-24 15:41:28'), Timestamp('2022-03-27 12:28:20')]"
3,Cust_0164,"['P125', 'P128', 'P149', 'P126', 'P143']","['Electronics', 'Electronics', 'Apparel', 'Electronics', 'Books']","[Timestamp('2022-01-08 16:42:19'), Timestamp('2022-05-26 16:13:43'), Timestamp('2022-05-26 16:13:43'), Timestamp('2022-05-26 16:13:43'), Timestamp('2022-05-26 16:13:43')]"
3,Cust_0165,"['P130', 'P135']","['Electronics', 'Home Goods']","[Timestamp('2022-01-30 12:52:23'), Timestamp('2022-01-30 12:52:23')]"
3,Cust_0166,"['P130', 'P105', 'P130', 'P100', 'P100', 'P147', 'P112', 'P124', 'P123', 'P119', 'P147', 'P119', 'P132', 'P130', 'P143', 'P138', 'P106']","['Electronics', 'Electronics', 'Electronics', 'Grocery', 'Grocery', 'Grocery', 'Home Goods', 'Electronics', 'Books', 'Books', 'Grocery', 'Books', 'Electronics', 'Electronics', 'Books', 'Home Goods', 'Books']","[Timestamp('2022-01-27 16:42:40'), Timestamp('2022-01-27 16:42:40'), Timestamp('2022-01-27 16:42:40'), Timestamp('2022-03-23 14:08:46'), Timestamp('2022-03-23 14:08:46'), Timestamp('2022-03-23 14:08:46'), Timestamp('2022-04-03 16:28:58'), Timestamp('2022-04-03 16:28:58'), Timestamp('2022-04-03 16:28:58'), Timestamp('2022-04-21 18:44:30'), Timestamp('2022-05-12 12:10:55'), Timestamp('2022-05-21 18:31:37'), Timestamp('2022-05-21 18:31:37'), Timestamp('2022-05-21 18:31:37'), Timestamp('2022-06-25 13:21:25'), Timestamp('2022-06-25 13:21:25'), Timestamp('2022-06-25 13:21:25')]"
3,Cust_0167,"['P147', 'P129', 'P143', 'P117', 'P127', 'P138', 'P125', 'P106', 'P145', 'P148']","['Grocery', 'Electronics', 'Books', 'Electronics', 'Books', 'Home Goods', 'Electronics', 'Books', 'Grocery', 'Books']","[Timestamp('2022-01-02 14:04:17'), Timestamp('2022-01-02 14:04:17'), Timestamp('2022-01-02 14:04:17'), Timestamp('2022-02-15 11:37:00'), Timestamp('2022-02-27 11:16:04'), Timestamp('2022-02-27 11:16:04'), Timestamp('2022-02-27 11:16:04'), Timestamp('2022-02-27 11:16:04'), Timestamp('2022-06-16 20:04:39'), Timestamp('2022-06-16 20:04:39')]"
3,Cust_0168,"['P104', 'P122', 'P145', 'P122', 'P108', 'P143', 'P110', 'P123', 'P122', 'P149']","['Apparel', 'Home Goods', 'Grocery', 'Home Goods', 'Grocery', 'Books', 'Books', 'Books', 'Home Goods', 'Apparel']","[Timestamp('2022-02-19 10:00:37'), Timestamp('2022-02-19 10:00:37'), Timestamp('2022-03-22 09:37:36'), Timestamp('2022-04-17 09:51:42'), Timestamp('2022-04-25 20:48:33'), Timestamp('2022-04-25 20:48:33'), Timestamp('2022-04-29 15:18:11'), Timestamp('2022-06-17 12:34:26'), Timestamp('2022-06-17 12:34:26'), Timestamp('2022-06-17 12:34:26')]"
3,Cust_0170,"['P122', 'P125', 'P135', 'P105', 'P104', 'P103']","['Home Goods', 'Electronics', 'Home Goods', 'Electronics', 'Apparel', 'Electronics']","[Timestamp('2022-05-08 13:46:17'), Timestamp('2022-05-22 17:34:07'), Timestamp('2022-05-22 17:34:07'), Timestamp('2022-05-22 17:34:07'), Timestamp('2022-05-22 17:34:07'), Timestamp('2022-05-22 17:34:07')]"
3,Cust_0171,"['P107', 'P132']","['Electronics', 'Electronics']","[Timestamp('2022-02-13 13:24:26'), Timestamp('2022-02-13 13:24:26')]"
3,Cust_0172,"['P123', 'P124', 'P103', 'P111', 'P143', 'P105', 'P103']","['Books', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Electronics', 'Electronics']","[Timestamp('2022-04-05 12:21:24'), Timestamp('2022-04-14 20:24:45'), Timestamp('2022-06-10 16:08:24'), Timestamp('2022-06-10 16:08:24'), Timestamp('2022-06-10 16:08:24'), Timestamp('2022-06-10 16:08:24'), Timestamp('2022-06-30 13:26:20')]"
3,Cust_0173,"['P122', 'P117', 'P104', 'P149', 'P126', 'P126', 'P145', 'P125', 'P147', 'P113', 'P135', 'P107', 'P143', 'P118', 'P118', 'P144', 'P135', 'P128', 'P114', 'P110', 'P136']","['Home Goods', 'Electronics', 'Apparel', 'Apparel', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Grocery', 'Electronics', 'Home Goods', 'Electronics', 'Books', 'Apparel', 'Apparel', 'Grocery', 'Home Goods', 'Electronics', 'Apparel', 'Books', 'Books']","[Timestamp('2022-03-23 16:21:25'), Timestamp('2022-03-23 16:21:25'), Timestamp('2022-03-23 16:21:25'), Timestamp('2022-03-23 16:21:25'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-04-22 11:59:02'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38'), Timestamp('2022-06-18 12:55:38')]"
3,Cust_0174,"['P120', 'P120', 'P126', 'P110', 'P114', 'P109']","['Electronics', 'Electronics', 'Electronics', 'Books', 'Apparel', 'Books']","[Timestamp('2022-01-02 13:32:55'), Timestamp('2022-01-02 13:32:55'), Timestamp('2022-01-02 13:32:55'), Timestamp('2022-04-07 09:13:38'), Timestamp('2022-04-07 09:13:38'), Timestamp('2022-04-07 09:13:38')]"
3,Cust_0176,"['P108', 'P110']","['Grocery', 'Books']","[Timestamp('2022-01-29 12:51:49'), Timestamp('2022-02-07 11:16:39')]"
3,Cust_0177,"['P134', 'P115', 'P122', 'P126', 'P103']","['Apparel', 'Apparel', 'Home Goods', 'Electronics', 'Electronics']","[Timestamp('2022-02-18 16:56:40'), Timestamp('2022-02-18 16:56:40'), Timestamp('2022-02-18 16:56:40'), Timestamp('2022-02-18 16:56:40'), Timestamp('2022-06-10 10:14:25')]"
3,Cust_0178,"['P140', 'P133', 'P138', 'P132']","['Grocery', 'Books', 'Home Goods', 'Electronics']","[Timestamp('2022-02-15 16:56:31'), Timestamp('2022-04-15 17:58:09'), Timestamp('2022-05-22 19:53:33'), Timestamp('2022-06-13 10:40:54')]"
3,Cust_0179,"['P120', 'P130']","['Electronics', 'Electronics']","[Timestamp('2022-03-05 12:11:48'), Timestamp('2022-03-05 12:11:48')]"
3,Cust_0180,"['P111', 'P126', 'P132', 'P138', 'P115', 'P103']","['Electronics', 'Electronics', 'Electronics', 'Home Goods', 'Apparel', 'Electronics']","[Timestamp('2022-02-04 11:45:42'), Timestamp('2022-02-04 11:45:42'), Timestamp('2022-02-04 11:45:42'), Timestamp('2022-02-04 11:45:42'), Timestamp('2022-02-04 11:45:42'), Timestamp('2022-02-08 19:38:03')]"
3,Cust_0181,"['P103', 'P144', 'P145', 'P149', 'P115', 'P100', 'P127', 'P144']","['Electronics', 'Grocery', 'Grocery', 'Apparel', 'Apparel', 'Grocery', 'Books', 'Grocery']","[Timestamp('2022-01-04 09:10:33'), Timestamp('2022-01-04 09:10:33'), Timestamp('2022-01-04 09:10:33'), Timestamp('2022-01-04 09:10:33'), Timestamp('2022-01-06 10:34:26'), Timestamp('2022-01-06 10:34:26'), Timestamp('2022-01-06 10:34:26'), Timestamp('2022-01-06 10:34:26')]"
3,Cust_0182,"['P123', 'P148', 'P142', 'P117', 'P145', 'P114']","['Books', 'Books', 'Apparel', 'Electronics', 'Grocery', 'Apparel']","[Timestamp('2022-01-02 15:24:32'), Timestamp('2022-02-07 13:03:04'), Timestamp('2022-02-07 13:03:04'), Timestamp('2022-02-07 13:03:04'), Timestamp('2022-02-07 13:03:04'), Timestamp('2022-02-07 13:03:04')]"
3,Cust_0183,['P115'],['Apparel'],[Timestamp('2022-05-04 19:08:34')]
3,Cust_0184,"['P104', 'P128', 'P130', 'P102', 'P147', 'P122']","['Apparel', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Home Goods']","[Timestamp('2022-03-01 10:20:23'), Timestamp('2022-06-29 09:40:24'), Timestamp('2022-06-29 09:40:24'), Timestamp('2022-06-29 09:40:24'), Timestamp('2022-06-29 09:40:24'), Timestamp('2022-06-29 09:40:24')]"
3,Cust_0186,"['P132', 'P128', 'P129', 'P141', 'P114', 'P141']","['Electronics', 'Electronics', 'Electronics', 'Electronics', 'Apparel', 'Electronics']","[Timestamp('2022-01-29 13:01:12'), Timestamp('2022-01-29 13:01:12'), Timestamp('2022-03-31 15:58:20'), Timestamp('2022-04-18 12:30:48'), Timestamp('2022-04-18 12:30:48'), Timestamp('2022-04-18 12:30:48')]"
3,Cust_0187,"['P120', 'P120', 'P137', 'P123', 'P110', 'P105', 'P123', 'P147', 'P103']","['Electronics', 'Electronics', 'Electronics', 'Books', 'Books', 'Electronics', 'Books', 'Grocery', 'Electronics']","[Timestamp('2022-02-07 10:03:30'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55'), Timestamp('2022-02-09 09:53:55')]"
3,Cust_0188,"['P115', 'P114', 'P143', 'P147', 'P147', 'P144']","['Apparel', 'Apparel', 'Books', 'Grocery', 'Grocery', 'Grocery']","[Timestamp('2022-01-16 10:42:20'), Timestamp('2022-02-23 16:12:36'), Timestamp('2022-02-23 16:12:36'), Timestamp('2022-02-23 16:12:36'), Timestamp('2022-06-25 15:35:54'), Timestamp('2022-06-25 15:35:54')]"
3,Cust_0189,"['P108', 'P123', 'P110', 'P119', 'P137', 'P105', 'P122', 'P137', 'P128', 'P141', 'P103', 'P132', 'P118', 'P124', 'P145', 'P106', 'P104']","['Grocery', 'Books', 'Books', 'Books', 'Electronics', 'Electronics', 'Home Goods', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Apparel', 'Electronics', 'Grocery', 'Books', 'Apparel']","[Timestamp('2022-01-17 13:57:44'), Timestamp('2022-01-17 13:57:44'), Timestamp('2022-01-17 13:57:44'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-03-29 18:51:30'), Timestamp('2022-05-16 12:07:04'), Timestamp('2022-05-16 12:07:04'), Timestamp('2022-05-16 12:07:04'), Timestamp('2022-06-27 19:24:48')]"
3,Cust_0190,"['P114', 'P149', 'P104', 'P143', 'P100', 'P122', 'P127', 'P111', 'P141', 'P127', 'P104']","['Apparel', 'Apparel', 'Apparel', 'Books', 'Grocery', 'Home Goods', 'Books', 'Electronics', 'Electronics', 'Books', 'Apparel']","[Timestamp('2022-01-13 12:43:38'), Timestamp('2022-01-13 12:43:38'), Timestamp('2022-01-13 12:43:38'), Timestamp('2022-01-13 12:43:38'), Timestamp('2022-01-13 12:43:38'), Timestamp('2022-02-14 20:13:49'), Timestamp('2022-02-14 20:13:49'), Timestamp('2022-02-14 20:13:49'), Timestamp('2022-02-23 13:21:10'), Timestamp('2022-02-23 13:21:10'), Timestamp('2022-04-12 16:33:51')]"
3,Cust_0191,"['P115', 'P147', 'P105', 'P103']","['Apparel', 'Grocery', 'Electronics', 'Electronics']","[Timestamp('2022-01-26 11:32:23'), Timestamp('2022-01-26 11:32:23'), Timestamp('2022-03-15 18:35:41'), Timestamp('2022-03-15 18:35:41')]"
3,Cust_0192,"['P143', 'P126', 'P120', 'P139']","['Books', 'Electronics', 'Electronics', 'Grocery']","[Timestamp('2022-03-12 11:32:39'), Timestamp('2022-05-21 12:43:20'), Timestamp('2022-05-21 12:43:20'), Timestamp('2022-05-21 12:43:20')]"
3,Cust_0193,"['P123', 'P144', 'P149', 'P126']","['Books', 'Grocery', 'Apparel', 'Electronics']","[Timestamp('2022-01-02 11:12:33'), Timestamp('2022-03-12 19:52:48'), Timestamp('2022-06-09 18:22:40'), Timestamp('2022-06-09 18:22:40')]"
3,Cust_0194,"['P126', 'P149', 'P124', 'P143', 'P127']","['Electronics', 'Apparel', 'Electronics', 'Books', 'Books']","[Timestamp('2022-02-25 18:10:33'), Timestamp('2022-02-25 18:10:33'), Timestamp('2022-03-10 16:11:40'), Timestamp('2022-03-10 16:11:40'), Timestamp('2022-04-14 13:07:17')]"
3,Cust_0195,"['P103', 'P110']","['Electronics', 'Books']","[Timestamp('2022-06-02 16:58:44'), Timestamp('2022-06-02 16:58:44')]"
3,Cust_0197,['P144'],['Grocery'],[Timestamp('2022-02-05 09:57:54')]
3,Cust_0198,"['P145', 'P139', 'P132', 'P138', 'P115']","['Grocery', 'Grocery', 'Electronics', 'Home Goods', 'Apparel']","[Timestamp('2022-01-08 11:07:02'), Timestamp('2022-01-08 11:07:02'), Timestamp('2022-02-06 18:01:33'), Timestamp('2022-02-06 18:01:33'), Timestamp('2022-02-06 18:01:33')]"
3,Cust_0200,['P147'],['Grocery'],[Timestamp('2022-01-08 09:02:07')]
3,Cust_0201,"['P138', 'P121', 'P129', 'P106']","['Home Goods', 'Grocery', 'Electronics', 'Books']","[Timestamp('2022-05-23 16:33:42'), Timestamp('2022-05-23 16:33:42'), Timestamp('2022-05-23 16:33:42'), Timestamp('2022-05-23 16:33:42')]"
3,Cust_0202,"['P124', 'P125', 'P117', 'P122', 'P143', 'P149', 'P103']","['Electronics', 'Electronics', 'Electronics', 'Home Goods', 'Books', 'Apparel', 'Electronics']","[Timestamp('2022-02-27 11:33:14'), Timestamp('2022-02-27 11:33:14'), Timestamp('2022-02-27 11:33:14'), Timestamp('2022-02-27 11:33:14'), Timestamp('2022-05-21 09:56:51'), Timestamp('2022-05-21 09:56:51'), Timestamp('2022-05-21 09:56:51')]"
3,Cust_0203,"['P110', 'P124', 'P110', 'P147', 'P147', 'P144', 'P136', 'P126', 'P135', 'P123', 'P119', 'P103', 'P127', 'P124', 'P132', 'P132', 'P101', 'P124', 'P106']","['Books', 'Electronics', 'Books', 'Grocery', 'Grocery', 'Grocery', 'Books', 'Electronics', 'Home Goods', 'Books', 'Books', 'Electronics', 'Books', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Books']","[Timestamp('2022-01-21 17:36:23'), Timestamp('2022-01-21 17:36:23'), Timestamp('2022-01-21 17:36:23'), Timestamp('2022-02-05 17:01:30'), Timestamp('2022-02-05 17:01:30'), Timestamp('2022-02-05 17:01:30'), Timestamp('2022-04-17 18:50:21'), Timestamp('2022-05-04 09:17:36'), Timestamp('2022-05-04 09:17:36'), Timestamp('2022-05-20 10:14:51'), Timestamp('2022-05-20 10:14:51'), Timestamp('2022-05-20 10:14:51'), Timestamp('2022-05-20 10:14:51'), Timestamp('2022-05-20 10:14:51'), Timestamp('2022-05-20 10:14:51'), Timestamp('2022-06-19 12:19:38'), Timestamp('2022-06-19 12:19:38'), Timestamp('2022-06-19 12:19:38'), Timestamp('2022-06-19 12:19:38')]"
3,Cust_0204,"['P145', 'P126', 'P122', 'P113', 'P108', 'P115']","['Grocery', 'Electronics', 'Home Goods', 'Electronics', 'Grocery', 'Apparel']","[Timestamp('2022-01-26 17:10:51'), Timestamp('2022-01-26 17:10:51'), Timestamp('2022-02-12 11:36:15'), Timestamp('2022-02-12 11:36:15'), Timestamp('2022-02-12 11:36:15'), Timestamp('2022-04-19 11:24:52')]"
3,Cust_0205,"['P144', 'P125', 'P141', 'P137', 'P132', 'P144', 'P136', 'P105', 'P121', 'P115', 'P144', 'P140']","['Grocery', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Books', 'Electronics', 'Grocery', 'Apparel', 'Grocery', 'Grocery']","[Timestamp('2022-01-01 14:01:21'), Timestamp('2022-01-02 12:00:53'), Timestamp('2022-01-10 12:48:00'), Timestamp('2022-01-22 12:49:33'), Timestamp('2022-01-22 12:49:33'), Timestamp('2022-03-08 20:35:15'), Timestamp('2022-03-08 20:35:15'), Timestamp('2022-03-08 20:35:15'), Timestamp('2022-05-19 13:07:12'), Timestamp('2022-05-19 13:07:12'), Timestamp('2022-05-19 13:07:12'), Timestamp('2022-05-19 13:07:12')]"
3,Cust_0206,"['P136', 'P140', 'P148']","['Books', 'Grocery', 'Books']","[Timestamp('2022-01-22 13:39:43'), Timestamp('2022-01-22 13:39:43'), Timestamp('2022-06-05 18:26:44')]"
3,Cust_0207,"['P130', 'P136']","['Electronics', 'Books']","[Timestamp('2022-01-02 15:43:04'), Timestamp('2022-01-02 15:43:04')]"
3,Cust_0209,"['P138', 'P142', 'P141', 'P127', 'P104']","['Home Goods', 'Apparel', 'Electronics', 'Books', 'Apparel']","[Timestamp('2022-02-21 20:14:03'), Timestamp('2022-03-23 13:09:02'), Timestamp('2022-04-10 16:07:48'), Timestamp('2022-04-10 16:07:48'), Timestamp('2022-04-10 16:07:48')]"
3,Cust_0210,"['P139', 'P124', 'P144']","['Grocery', 'Electronics', 'Grocery']","[Timestamp('2022-04-27 15:50:07'), Timestamp('2022-04-27 15:50:07'), Timestamp('2022-04-27 15:50:07')]"
3,Cust_0211,"['P145', 'P103', 'P100', 'P112', 'P106', 'P144', 'P138', 'P112']","['Grocery', 'Electronics', 'Grocery', 'Home Goods', 'Books', 'Grocery', 'Home Goods', 'Home Goods']","[Timestamp('2022-02-05 18:17:31'), Timestamp('2022-02-05 18:17:31'), Timestamp('2022-02-05 18:17:31'), Timestamp('2022-02-05 18:17:31'), Timestamp('2022-02-05 18:17:31'), Timestamp('2022-02-05 18:17:31'), Timestamp('2022-03-27 10:14:26'), Timestamp('2022-03-27 10:14:26')]"
3,Cust_0212,"['P130', 'P132', 'P144', 'P128', 'P109', 'P115', 'P112', 'P132', 'P117']","['Electronics', 'Electronics', 'Grocery', 'Electronics', 'Books', 'Apparel', 'Home Goods', 'Electronics', 'Electronics']","[Timestamp('2022-01-13 15:43:36'), Timestamp('2022-01-13 15:43:36'), Timestamp('2022-02-18 09:57:22'), Timestamp('2022-02-18 09:57:22'), Timestamp('2022-05-16 20:31:37'), Timestamp('2022-05-16 20:31:37'), Timestamp('2022-06-12 18:44:00'), Timestamp('2022-06-18 12:53:33'), Timestamp('2022-06-18 12:53:33')]"
3,Cust_0213,"['P108', 'P115', 'P145', 'P138']","['Grocery', 'Apparel', 'Grocery', 'Home Goods']","[Timestamp('2022-01-10 18:01:27'), Timestamp('2022-01-10 18:01:27'), Timestamp('2022-03-23 19:11:03'), Timestamp('2022-06-28 16:27:16')]"
3,Cust_0214,"['P149', 'P108', 'P145', 'P137', 'P144']","['Apparel', 'Grocery', 'Grocery', 'Electronics', 'Grocery']","[Timestamp('2022-01-11 09:21:27'), Timestamp('2022-01-11 09:21:27'), Timestamp('2022-02-03 16:58:26'), Timestamp('2022-03-06 17:25:48'), Timestamp('2022-03-06 17:25:48')]"
3,Cust_0217,"['P102', 'P144', 'P117', 'P102', 'P140', 'P124', 'P126', 'P145', 'P117']","['Electronics', 'Grocery', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Electronics', 'Grocery', 'Electronics']","[Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-01-10 16:28:52'), Timestamp('2022-04-23 15:39:41')]"
3,Cust_0218,['P119'],['Books'],[Timestamp('2022-04-09 14:51:49')]
3,Cust_0219,"['P137', 'P145']","['Electronics', 'Grocery']","[Timestamp('2022-01-10 13:15:44'), Timestamp('2022-02-19 15:19:35')]"
3,Cust_0220,"['P132', 'P129']","['Electronics', 'Electronics']","[Timestamp('2022-02-05 12:16:08'), Timestamp('2022-02-05 12:16:08')]"
3,Cust_0221,['P121'],['Grocery'],[Timestamp('2022-06-29 16:24:33')]
3,Cust_0222,"['P130', 'P126', 'P140', 'P120', 'P126', 'P147', 'P149', 'P132', 'P132']","['Electronics', 'Electronics', 'Grocery', 'Electronics', 'Electronics', 'Grocery', 'Apparel', 'Electronics', 'Electronics']","[Timestamp('2022-04-30 15:18:58'), Timestamp('2022-04-30 15:18:58'), Timestamp('2022-04-30 15:18:58'), Timestamp('2022-05-23 14:10:20'), Timestamp('2022-05-23 14:10:20'), Timestamp('2022-05-23 14:10:20'), Timestamp('2022-05-23 14:10:20'), Timestamp('2022-05-23 14:10:20'), Timestamp('2022-05-23 14:10:20')]"
3,Cust_0223,"['P149', 'P117', 'P105']","['Apparel', 'Electronics', 'Electronics']","[Timestamp('2022-04-21 09:28:32'), Timestamp('2022-04-21 09:28:32'), Timestamp('2022-06-25 09:42:23')]"
3,Cust_0224,"['P132', 'P122']","['Electronics', 'Home Goods']","[Timestamp('2022-02-03 15:19:13'), Timestamp('2022-02-03 15:19:13')]"
