StoreID,TransactionID,ProductID,ProductName,ProductCategory
1,15670,['P149'],['Product P149'],['Apparel']
1,15739,"['P105', 'P143', 'P135']","['Product P105', 'Product P143', 'Product P135']","['Electronics', 'Books', 'Home Goods']"
1,15740,"['P118', 'P105', 'P108', 'P149', 'P147', 'P112', 'P135', 'P110', 'P106', 'P144']","['Product P118', 'Product P105', 'Product P108', 'Product P149', 'Product P147', 'Product P112', 'Product P135', 'Product P110', 'Product P106', 'Product P144']","['Apparel', 'Electronics', 'Grocery', 'Apparel', 'Grocery', 'Home Goods', 'Home Goods', 'Books', 'Books', 'Grocery']"
1,15741,"['P110', 'P149']","['Product P110', 'Product P149']","['Books', 'Apparel']"
1,15810,['P132'],['Product P132'],['Electronics']
1,15811,['P127'],['Product P127'],['Books']
1,15812,['P119'],['Product P119'],['Books']
1,15813,"['P119', 'P117']","['Product P119', 'Product P117']","['Books', 'Electronics']"
1,15814,['P107'],['Product P107'],['Electronics']
1,15815,"['P100', 'P119']","['Product P100', 'Product P119']","['Grocery', 'Books']"
1,15816,['P106'],['Product P106'],['Books']
1,15817,"['P111', 'P130']","['Product P111', 'Product P130']","['Electronics', 'Electronics']"
1,15818,['P128'],['Product P128'],['Electronics']
1,15819,"['P100', 'P119', 'P129']","['Product P100', 'Product P119', 'Product P129']","['Grocery', 'Books', 'Electronics']"
1,15820,['P125'],['Product P125'],['Electronics']
1,15880,"['P145', 'P119', 'P103']","['Product P145', 'Product P119', 'Product P103']","['Grocery', 'Books', 'Electronics']"
1,15881,['P138'],['Product P138'],['Home Goods']
1,15882,"['P122', 'P127', 'P128']","['Product P122', 'Product P127', 'Product P128']","['Home Goods', 'Books', 'Electronics']"
1,15883,"['P130', 'P126', 'P110']","['Product P130', 'Product P126', 'Product P110']","['Electronics', 'Electronics', 'Books']"
1,15884,['P125'],['Product P125'],['Electronics']
1,15885,"['P125', 'P135', 'P144']","['Product P125', 'Product P135', 'Product P144']","['Electronics', 'Home Goods', 'Grocery']"
1,15886,['P112'],['Product P112'],['Home Goods']
1,15887,"['P115', 'P111', 'P144', 'P127', 'P114', 'P145', 'P117', 'P113']","['Product P115', 'Product P111', 'Product P144', 'Product P127', 'Product P114', 'Product P145', 'Product P117', 'Product P113']","['Apparel', 'Electronics', 'Grocery', 'Books', 'Apparel', 'Grocery', 'Electronics', 'Electronics']"
1,15888,"['P110', 'P123']","['Product P110', 'Product P123']","['Books', 'Books']"
1,15889,"['P104', 'P145']","['Product P104', 'Product P145']","['Apparel', 'Grocery']"
1,15890,['P104'],['Product P104'],['Apparel']
1,15891,"['P108', 'P144', 'P130', 'P127', 'P139']","['Product P108', 'Product P144', 'Product P130', 'Product P127', 'Product P139']","['Grocery', 'Grocery', 'Electronics', 'Books', 'Grocery']"
1,15892,['P147'],['Product P147'],['Grocery']
1,15893,['P144'],['Product P144'],['Grocery']
1,15894,['P129'],['Product P129'],['Electronics']
1,15895,"['P109', 'P105']","['Product P109', 'Product P105']","['Books', 'Electronics']"
1,15896,['P143'],['Product P143'],['Books']
1,15897,"['P144', 'P121']","['Product P144', 'Product P121']","['Grocery', 'Grocery']"
1,15984,"['P138', 'P112']","['Product P138', 'Product P112']","['Home Goods', 'Home Goods']"
1,15985,"['P141', 'P147', 'P124']","['Product P141', 'Product P147', 'Product P124']","['Electronics', 'Grocery', 'Electronics']"
1,15986,['P100'],['Product P100'],['Grocery']
1,15987,"['P106', 'P135']","['Product P106', 'Product P135']","['Books', 'Home Goods']"
1,15988,"['P110', 'P126', 'P112']","['Product P110', 'Product P126', 'Product P112']","['Books', 'Electronics', 'Home Goods']"
1,15989,"['P119', 'P125']","['Product P119', 'Product P125']","['Books', 'Electronics']"
1,15990,"['P144', 'P115', 'P143']","['Product P144', 'Product P115', 'Product P143']","['Grocery', 'Apparel', 'Books']"
1,15991,"['P147', 'P149']","['Product P147', 'Product P149']","['Grocery', 'Apparel']"
1,15992,"['P118', 'P128']","['Product P118', 'Product P128']","['Apparel', 'Electronics']"
1,15993,"['P145', 'P106', 'P128', 'P149', 'P132', 'P105']","['Product P145', 'Product P106', 'Product P128', 'Product P149', 'Product P132', 'Product P105']","['Grocery', 'Books', 'Electronics', 'Apparel', 'Electronics', 'Electronics']"
1,15994,"['P125', 'P125']","['Product P125', 'Product P125']","['Electronics', 'Electronics']"
1,16089,"['P143', 'P117', 'P148']","['Product P143', 'Product P117', 'Product P148']","['Books', 'Electronics', 'Books']"
1,16090,['P134'],['Product P134'],['Apparel']
1,16091,"['P115', 'P136']","['Product P115', 'Product P136']","['Apparel', 'Books']"
1,16092,['P130'],['Product P130'],['Electronics']
1,16093,"['P118', 'P103', 'P144']","['Product P118', 'Product P103', 'Product P144']","['Apparel', 'Electronics', 'Grocery']"
1,16094,['P111'],['Product P111'],['Electronics']
1,16157,['P144'],['Product P144'],['Grocery']
1,16158,"['P145', 'P110', 'P103', 'P123']","['Product P145', 'Product P110', 'Product P103', 'Product P123']","['Grocery', 'Books', 'Electronics', 'Books']"
1,16159,"['P123', 'P126']","['Product P123', 'Product P126']","['Books', 'Electronics']"
1,16160,"['P131', 'P119']","['Product P131', 'Product P119']","['Grocery', 'Books']"
1,16161,['P147'],['Product P147'],['Grocery']
1,16162,"['P149', 'P104']","['Product P149', 'Product P104']","['Apparel', 'Apparel']"
1,16237,"['P140', 'P147']","['Product P140', 'Product P147']","['Grocery', 'Grocery']"
1,16238,['P124'],['Product P124'],['Electronics']
1,16239,"['P138', 'P132']","['Product P138', 'Product P132']","['Home Goods', 'Electronics']"
1,16240,"['P124', 'P146']","['Product P124', 'Product P146']","['Electronics', 'Electronics']"
1,16241,['P103'],['Product P103'],['Electronics']
1,16242,['P126'],['Product P126'],['Electronics']
1,16243,"['P115', 'P108', 'P111', 'P148', 'P143', 'P124']","['Product P115', 'Product P108', 'Product P111', 'Product P148', 'Product P143', 'Product P124']","['Apparel', 'Grocery', 'Electronics', 'Books', 'Books', 'Electronics']"
1,16244,['P140'],['Product P140'],['Grocery']
1,16245,"['P140', 'P129']","['Product P140', 'Product P129']","['Grocery', 'Electronics']"
1,16295,"['P117', 'P127', 'P132', 'P122']","['Product P117', 'Product P127', 'Product P132', 'Product P122']","['Electronics', 'Books', 'Electronics', 'Home Goods']"
1,16296,['P127'],['Product P127'],['Books']
1,16297,"['P126', 'P140', 'P149', 'P103', 'P137', 'P144']","['Product P126', 'Product P140', 'Product P149', 'Product P103', 'Product P137', 'Product P144']","['Electronics', 'Grocery', 'Apparel', 'Electronics', 'Electronics', 'Grocery']"
1,16298,"['P144', 'P135']","['Product P144', 'Product P135']","['Grocery', 'Home Goods']"
1,16299,['P110'],['Product P110'],['Books']
1,16300,['P126'],['Product P126'],['Electronics']
1,16301,"['P149', 'P103']","['Product P149', 'Product P103']","['Apparel', 'Electronics']"
1,16302,"['P108', 'P106']","['Product P108', 'Product P106']","['Grocery', 'Books']"
1,16366,['P125'],['Product P125'],['Electronics']
1,16367,"['P141', 'P117', 'P134']","['Product P141', 'Product P117', 'Product P134']","['Electronics', 'Electronics', 'Apparel']"
1,16368,"['P136', 'P149']","['Product P136', 'Product P149']","['Books', 'Apparel']"
1,16457,"['P106', 'P112']","['Product P106', 'Product P112']","['Books', 'Home Goods']"
1,16458,"['P144', 'P127', 'P135', 'P114']","['Product P144', 'Product P127', 'Product P135', 'Product P114']","['Grocery', 'Books', 'Home Goods', 'Apparel']"
1,16459,"['P108', 'P119', 'P122', 'P141']","['Product P108', 'Product P119', 'Product P122', 'Product P141']","['Grocery', 'Books', 'Home Goods', 'Electronics']"
1,16460,['P100'],['Product P100'],['Grocery']
1,16461,"['P137', 'P140', 'P108', 'P147']","['Product P137', 'Product P140', 'Product P108', 'Product P147']","['Electronics', 'Grocery', 'Grocery', 'Grocery']"
1,16462,"['P112', 'P149', 'P123', 'P138']","['Product P112', 'Product P149', 'Product P123', 'Product P138']","['Home Goods', 'Apparel', 'Books', 'Home Goods']"
1,16463,['P105'],['Product P105'],['Electronics']
1,16464,"['P123', 'P110', 'P117', 'P110', 'P138', 'P109', 'P122']","['Product P123', 'Product P110', 'Product P117', 'Product P110', 'Product P138', 'Product P109', 'Product P122']","['Books', 'Books', 'Electronics', 'Books', 'Home Goods', 'Books', 'Home Goods']"
1,16465,['P138'],['Product P138'],['Home Goods']
1,16466,['P145'],['Product P145'],['Grocery']
1,16467,"['P139', 'P135', 'P109', 'P147']","['Product P139', 'Product P135', 'Product P109', 'Product P147']","['Grocery', 'Home Goods', 'Books', 'Grocery']"
1,16562,['P135'],['Product P135'],['Home Goods']
1,16563,['P138'],['Product P138'],['Home Goods']
1,16564,"['P119', 'P149', 'P144']","['Product P119', 'Product P149', 'Product P144']","['Books', 'Apparel', 'Grocery']"
1,16565,"['P142', 'P108']","['Product P142', 'Product P108']","['Apparel', 'Grocery']"
1,16566,"['P127', 'P144']","['Product P127', 'Product P144']","['Books', 'Grocery']"
1,16567,"['P120', 'P149', 'P125', 'P124']","['Product P120', 'Product P149', 'Product P125', 'Product P124']","['Electronics', 'Apparel', 'Electronics', 'Electronics']"
1,16568,['P105'],['Product P105'],['Electronics']
1,16569,['P103'],['Product P103'],['Electronics']
1,16570,['P127'],['Product P127'],['Books']
1,16571,['P147'],['Product P147'],['Grocery']
1,16572,"['P147', 'P109']","['Product P147', 'Product P109']","['Grocery', 'Books']"
1,16573,"['P115', 'P132', 'P100', 'P149']","['Product P115', 'Product P132', 'Product P100', 'Product P149']","['Apparel', 'Electronics', 'Grocery', 'Apparel']"
1,16574,['P112'],['Product P112'],['Home Goods']
1,16575,"['P105', 'P112']","['Product P105', 'Product P112']","['Electronics', 'Home Goods']"
1,16576,"['P127', 'P148', 'P145']","['Product P127', 'Product P148', 'Product P145']","['Books', 'Books', 'Grocery']"
1,16659,['P126'],['Product P126'],['Electronics']
1,16660,"['P143', 'P144', 'P138']","['Product P143', 'Product P144', 'Product P138']","['Books', 'Grocery', 'Home Goods']"
1,16661,['P126'],['Product P126'],['Electronics']
1,16662,['P123'],['Product P123'],['Books']
1,16663,"['P124', 'P130', 'P106', 'P139', 'P100', 'P145', 'P117', 'P114', 'P144']","['Product P124', 'Product P130', 'Product P106', 'Product P139', 'Product P100', 'Product P145', 'Product P117', 'Product P114', 'Product P144']","['Electronics', 'Electronics', 'Books', 'Grocery', 'Grocery', 'Grocery', 'Electronics', 'Apparel', 'Grocery']"
1,16664,"['P140', 'P103']","['Product P140', 'Product P103']","['Grocery', 'Electronics']"
1,16665,['P115'],['Product P115'],['Apparel']
1,16666,['P100'],['Product P100'],['Grocery']
1,16740,"['P132', 'P106', 'P117']","['Product P132', 'Product P106', 'Product P117']","['Electronics', 'Books', 'Electronics']"
1,16741,"['P145', 'P131', 'P108', 'P119', 'P122']","['Product P145', 'Product P131', 'Product P108', 'Product P119', 'Product P122']","['Grocery', 'Grocery', 'Grocery', 'Books', 'Home Goods']"
1,16742,"['P132', 'P124', 'P144']","['Product P132', 'Product P124', 'Product P144']","['Electronics', 'Electronics', 'Grocery']"
1,16743,['P105'],['Product P105'],['Electronics']
1,16744,['P122'],['Product P122'],['Home Goods']
1,16745,['P108'],['Product P108'],['Grocery']
1,16746,['P132'],['Product P132'],['Electronics']
1,16747,['P130'],['Product P130'],['Electronics']
1,16748,"['P100', 'P118']","['Product P100', 'Product P118']","['Grocery', 'Apparel']"
1,16749,"['P127', 'P132']","['Product P127', 'Product P132']","['Books', 'Electronics']"
1,16750,"['P124', 'P147', 'P110']","['Product P124', 'Product P147', 'Product P110']","['Electronics', 'Grocery', 'Books']"
1,16751,['P104'],['Product P104'],['Apparel']
1,16752,"['P100', 'P133']","['Product P100', 'Product P133']","['Grocery', 'Books']"
1,16819,['P110'],['Product P110'],['Books']
1,16820,['P147'],['Product P147'],['Grocery']
1,16821,"['P149', 'P112', 'P110', 'P143', 'P137', 'P109']","['Product P149', 'Product P112', 'Product P110', 'Product P143', 'Product P137', 'Product P109']","['Apparel', 'Home Goods', 'Books', 'Books', 'Electronics', 'Books']"
1,16822,"['P120', 'P130', 'P117']","['Product P120', 'Product P130', 'Product P117']","['Electronics', 'Electronics', 'Electronics']"
1,16823,['P144'],['Product P144'],['Grocery']
1,16896,"['P104', 'P122']","['Product P104', 'Product P122']","['Apparel', 'Home Goods']"
1,16897,"['P127', 'P106', 'P106']","['Product P127', 'Product P106', 'Product P106']","['Books', 'Books', 'Books']"
1,16898,"['P135', 'P130', 'P115']","['Product P135', 'Product P130', 'Product P115']","['Home Goods', 'Electronics', 'Apparel']"
1,16899,"['P138', 'P105']","['Product P138', 'Product P105']","['Home Goods', 'Electronics']"
1,16900,['P110'],['Product P110'],['Books']
1,16901,"['P115', 'P126', 'P140']","['Product P115', 'Product P126', 'Product P140']","['Apparel', 'Electronics', 'Grocery']"
1,16902,"['P110', 'P114', 'P115', 'P130', 'P144']","['Product P110', 'Product P114', 'Product P115', 'Product P130', 'Product P144']","['Books', 'Apparel', 'Apparel', 'Electronics', 'Grocery']"
1,16903,['P127'],['Product P127'],['Books']
1,16904,"['P138', 'P102', 'P114']","['Product P138', 'Product P102', 'Product P114']","['Home Goods', 'Electronics', 'Apparel']"
1,16967,['P141'],['Product P141'],['Electronics']
1,16968,"['P135', 'P110', 'P115', 'P143', 'P139']","['Product P135', 'Product P110', 'Product P115', 'Product P143', 'Product P139']","['Home Goods', 'Books', 'Apparel', 'Books', 'Grocery']"
1,16969,"['P119', 'P112', 'P117', 'P117', 'P108', 'P110', 'P108', 'P122']","['Product P119', 'Product P112', 'Product P117', 'Product P117', 'Product P108', 'Product P110', 'Product P108', 'Product P122']","['Books', 'Home Goods', 'Electronics', 'Electronics', 'Grocery', 'Books', 'Grocery', 'Home Goods']"
1,16970,"['P130', 'P136']","['Product P130', 'Product P136']","['Electronics', 'Books']"
1,16971,['P104'],['Product P104'],['Apparel']
1,16972,"['P112', 'P136']","['Product P112', 'Product P136']","['Home Goods', 'Books']"
1,17032,"['P123', 'P149']","['Product P123', 'Product P149']","['Books', 'Apparel']"
1,17033,['P125'],['Product P125'],['Electronics']
1,17034,"['P119', 'P123', 'P144', 'P106', 'P103', 'P147', 'P149', 'P130']","['Product P119', 'Product P123', 'Product P144', 'Product P106', 'Product P103', 'Product P147', 'Product P149', 'Product P130']","['Books', 'Books', 'Grocery', 'Books', 'Electronics', 'Grocery', 'Apparel', 'Electronics']"
1,17035,['P144'],['Product P144'],['Grocery']
1,17036,['P130'],['Product P130'],['Electronics']
1,17037,"['P106', 'P126']","['Product P106', 'Product P126']","['Books', 'Electronics']"
1,17038,['P115'],['Product P115'],['Apparel']
1,17039,['P149'],['Product P149'],['Apparel']
1,17040,['P108'],['Product P108'],['Grocery']
1,17127,"['P102', 'P100', 'P149', 'P123', 'P140', 'P132']","['Product P102', 'Product P100', 'Product P149', 'Product P123', 'Product P140', 'Product P132']","['Electronics', 'Grocery', 'Apparel', 'Books', 'Grocery', 'Electronics']"
1,17128,"['P121', 'P117', 'P149', 'P123']","['Product P121', 'Product P117', 'Product P149', 'Product P123']","['Grocery', 'Electronics', 'Apparel', 'Books']"
1,17129,['P111'],['Product P111'],['Electronics']
1,17130,['P139'],['Product P139'],['Grocery']
1,17131,"['P100', 'P138']","['Product P100', 'Product P138']","['Grocery', 'Home Goods']"
1,17132,"['P123', 'P140', 'P140']","['Product P123', 'Product P140', 'Product P140']","['Books', 'Grocery', 'Grocery']"
1,17133,"['P132', 'P133', 'P132']","['Product P132', 'Product P133', 'Product P132']","['Electronics', 'Books', 'Electronics']"
1,17134,['P112'],['Product P112'],['Home Goods']
1,17135,['P130'],['Product P130'],['Electronics']
1,17222,['P138'],['Product P138'],['Home Goods']
1,17223,['P124'],['Product P124'],['Electronics']
1,17224,"['P138', 'P132', 'P147', 'P142']","['Product P138', 'Product P132', 'Product P147', 'Product P142']","['Home Goods', 'Electronics', 'Grocery', 'Apparel']"
1,17225,['P143'],['Product P143'],['Books']
1,17226,"['P128', 'P143']","['Product P128', 'Product P143']","['Electronics', 'Books']"
1,17227,"['P103', 'P147']","['Product P103', 'Product P147']","['Electronics', 'Grocery']"
1,17228,"['P149', 'P125', 'P140', 'P110']","['Product P149', 'Product P125', 'Product P140', 'Product P110']","['Apparel', 'Electronics', 'Grocery', 'Books']"
1,17229,['P138'],['Product P138'],['Home Goods']
1,17297,['P106'],['Product P106'],['Books']
1,17298,"['P132', 'P149', 'P105']","['Product P132', 'Product P149', 'Product P105']","['Electronics', 'Apparel', 'Electronics']"
1,17299,"['P148', 'P128', 'P141', 'P130', 'P129']","['Product P148', 'Product P128', 'Product P141', 'Product P130', 'Product P129']","['Books', 'Electronics', 'Electronics', 'Electronics', 'Electronics']"
1,17300,['P100'],['Product P100'],['Grocery']
1,17301,['P105'],['Product P105'],['Electronics']
1,17302,"['P135', 'P104']","['Product P135', 'Product P104']","['Home Goods', 'Apparel']"
1,17363,['P125'],['Product P125'],['Electronics']
1,17364,"['P112', 'P104', 'P110']","['Product P112', 'Product P104', 'Product P110']","['Home Goods', 'Apparel', 'Books']"
1,17365,"['P120', 'P111', 'P104', 'P106']","['Product P120', 'Product P111', 'Product P104', 'Product P106']","['Electronics', 'Electronics', 'Apparel', 'Books']"
1,17366,"['P103', 'P129']","['Product P103', 'Product P129']","['Electronics', 'Electronics']"
1,17427,"['P142', 'P106', 'P149']","['Product P142', 'Product P106', 'Product P149']","['Apparel', 'Books', 'Apparel']"
1,17428,['P147'],['Product P147'],['Grocery']
1,17429,"['P149', 'P141', 'P106']","['Product P149', 'Product P141', 'Product P106']","['Apparel', 'Electronics', 'Books']"
1,17430,['P145'],['Product P145'],['Grocery']
1,17431,"['P114', 'P110']","['Product P114', 'Product P110']","['Apparel', 'Books']"
1,17432,['P145'],['Product P145'],['Grocery']
1,17433,"['P138', 'P141']","['Product P138', 'Product P141']","['Home Goods', 'Electronics']"
1,17434,"['P100', 'P126']","['Product P100', 'Product P126']","['Grocery', 'Electronics']"
1,17435,"['P125', 'P143', 'P105', 'P139']","['Product P125', 'Product P143', 'Product P105', 'Product P139']","['Electronics', 'Books', 'Electronics', 'Grocery']"
1,17509,['P120'],['Product P120'],['Electronics']
1,17510,"['P118', 'P147', 'P125', 'P101', 'P127', 'P131', 'P140']","['Product P118', 'Product P147', 'Product P125', 'Product P101', 'Product P127', 'Product P131', 'Product P140']","['Apparel', 'Grocery', 'Electronics', 'Grocery', 'Books', 'Grocery', 'Grocery']"
1,17511,"['P113', 'P122', 'P141', 'P130']","['Product P113', 'Product P122', 'Product P141', 'Product P130']","['Electronics', 'Home Goods', 'Electronics', 'Electronics']"
1,17512,['P117'],['Product P117'],['Electronics']
1,17513,"['P149', 'P106', 'P103']","['Product P149', 'Product P106', 'Product P103']","['Apparel', 'Books', 'Electronics']"
1,17514,"['P144', 'P117', 'P105', 'P103', 'P117', 'P124', 'P100']","['Product P144', 'Product P117', 'Product P105', 'Product P103', 'Product P117', 'Product P124', 'Product P100']","['Grocery', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Electronics', 'Grocery']"
1,17515,"['P149', 'P139', 'P143']","['Product P149', 'Product P139', 'Product P143']","['Apparel', 'Grocery', 'Books']"
1,17516,['P144'],['Product P144'],['Grocery']
1,17517,"['P147', 'P148']","['Product P147', 'Product P148']","['Grocery', 'Books']"
1,17518,['P147'],['Product P147'],['Grocery']
1,17588,['P119'],['Product P119'],['Books']
1,17589,['P147'],['Product P147'],['Grocery']
1,17590,"['P115', 'P122', 'P126']","['Product P115', 'Product P122', 'Product P126']","['Apparel', 'Home Goods', 'Electronics']"
1,17591,['P115'],['Product P115'],['Apparel']
1,17592,['P132'],['Product P132'],['Electronics']
1,17593,['P122'],['Product P122'],['Home Goods']
1,17594,['P108'],['Product P108'],['Grocery']
1,17595,"['P149', 'P147']","['Product P149', 'Product P147']","['Apparel', 'Grocery']"
1,17596,['P147'],['Product P147'],['Grocery']
1,17699,['P141'],['Product P141'],['Electronics']
1,17700,"['P107', 'P126']","['Product P107', 'Product P126']","['Electronics', 'Electronics']"
1,17701,"['P132', 'P106', 'P149', 'P110', 'P108', 'P122']","['Product P132', 'Product P106', 'Product P149', 'Product P110', 'Product P108', 'Product P122']","['Electronics', 'Books', 'Apparel', 'Books', 'Grocery', 'Home Goods']"
1,17702,"['P100', 'P147', 'P144', 'P130']","['Product P100', 'Product P147', 'Product P144', 'Product P130']","['Grocery', 'Grocery', 'Grocery', 'Electronics']"
1,17703,"['P149', 'P109', 'P115', 'P115']","['Product P149', 'Product P109', 'Product P115', 'Product P115']","['Apparel', 'Books', 'Apparel', 'Apparel']"
1,17704,['P127'],['Product P127'],['Books']
1,17705,['P124'],['Product P124'],['Electronics']
1,17781,"['P112', 'P127', 'P120', 'P119']","['Product P112', 'Product P127', 'Product P120', 'Product P119']","['Home Goods', 'Books', 'Electronics', 'Books']"
1,17782,"['P103', 'P108']","['Product P103', 'Product P108']","['Electronics', 'Grocery']"
1,17783,['P110'],['Product P110'],['Books']
1,17784,"['P110', 'P144', 'P122', 'P127', 'P123']","['Product P110', 'Product P144', 'Product P122', 'Product P127', 'Product P123']","['Books', 'Grocery', 'Home Goods', 'Books', 'Books']"
1,17785,"['P124', 'P125', 'P105']","['Product P124', 'Product P125', 'Product P105']","['Electronics', 'Electronics', 'Electronics']"
1,17786,"['P149', 'P130']","['Product P149', 'Product P130']","['Apparel', 'Electronics']"
1,17787,['P144'],['Product P144'],['Grocery']
1,17788,"['P106', 'P113', 'P127', 'P125', 'P108']","['Product P106', 'Product P113', 'Product P127', 'Product P125', 'Product P108']","['Books', 'Electronics', 'Books', 'Electronics', 'Grocery']"
1,17789,"['P132', 'P115', 'P125', 'P146', 'P124', 'P145', 'P108']","['Product P132', 'Product P115', 'Product P125', 'Product P146', 'Product P124', 'Product P145', 'Product P108']","['Electronics', 'Apparel', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Grocery']"
1,17790,"['P110', 'P129']","['Product P110', 'Product P129']","['Books', 'Electronics']"
1,17875,['P119'],['Product P119'],['Books']
1,17876,['P139'],['Product P139'],['Grocery']
1,17877,"['P110', 'P106', 'P104']","['Product P110', 'Product P106', 'Product P104']","['Books', 'Books', 'Apparel']"
1,17878,['P138'],['Product P138'],['Home Goods']
1,17879,"['P115', 'P141', 'P144', 'P124', 'P114']","['Product P115', 'Product P141', 'Product P144', 'Product P124', 'Product P114']","['Apparel', 'Electronics', 'Grocery', 'Electronics', 'Apparel']"
1,17880,['P145'],['Product P145'],['Grocery']
1,17955,"['P108', 'P140']","['Product P108', 'Product P140']","['Grocery', 'Grocery']"
1,17956,"['P142', 'P123', 'P133']","['Product P142', 'Product P123', 'Product P133']","['Apparel', 'Books', 'Books']"
1,17957,"['P119', 'P110']","['Product P119', 'Product P110']","['Books', 'Books']"
1,17958,"['P108', 'P106', 'P127', 'P138']","['Product P108', 'Product P106', 'Product P127', 'Product P138']","['Grocery', 'Books', 'Books', 'Home Goods']"
1,17959,"['P147', 'P115', 'P125', 'P108', 'P147']","['Product P147', 'Product P115', 'Product P125', 'Product P108', 'Product P147']","['Grocery', 'Apparel', 'Electronics', 'Grocery', 'Grocery']"
1,17960,"['P129', 'P138', 'P132']","['Product P129', 'Product P138', 'Product P132']","['Electronics', 'Home Goods', 'Electronics']"
1,18032,['P103'],['Product P103'],['Electronics']
1,18033,"['P135', 'P127', 'P147', 'P126', 'P145', 'P103']","['Product P135', 'Product P127', 'Product P147', 'Product P126', 'Product P145', 'Product P103']","['Home Goods', 'Books', 'Grocery', 'Electronics', 'Grocery', 'Electronics']"
1,18034,['P108'],['Product P108'],['Grocery']
1,18035,"['P122', 'P108', 'P110', 'P129']","['Product P122', 'Product P108', 'Product P110', 'Product P129']","['Home Goods', 'Grocery', 'Books', 'Electronics']"
1,18036,"['P130', 'P120', 'P138']","['Product P130', 'Product P120', 'Product P138']","['Electronics', 'Electronics', 'Home Goods']"
1,18037,"['P124', 'P133']","['Product P124', 'Product P133']","['Electronics', 'Books']"
1,18038,"['P118', 'P123']","['Product P118', 'Product P123']","['Apparel', 'Books']"
1,18039,"['P127', 'P123', 'P117', 'P142']","['Product P127', 'Product P123', 'Product P117', 'Product P142']","['Books', 'Books', 'Electronics', 'Apparel']"
1,18040,"['P143', 'P132', 'P124', 'P127']","['Product P143', 'Product P132', 'Product P124', 'Product P127']","['Books', 'Electronics', 'Electronics', 'Books']"
1,18110,['P112'],['Product P112'],['Home Goods']
1,18111,"['P143', 'P141']","['Product P143', 'Product P141']","['Books', 'Electronics']"
1,18112,"['P144', 'P128', 'P122']","['Product P144', 'Product P128', 'Product P122']","['Grocery', 'Electronics', 'Home Goods']"
1,18113,"['P145', 'P102']","['Product P145', 'Product P102']","['Grocery', 'Electronics']"
1,18114,"['P132', 'P104', 'P123']","['Product P132', 'Product P104', 'Product P123']","['Electronics', 'Apparel', 'Books']"
1,18115,"['P127', 'P140', 'P137', 'P132', 'P144']","['Product P127', 'Product P140', 'Product P137', 'Product P132', 'Product P144']","['Books', 'Grocery', 'Electronics', 'Electronics', 'Grocery']"
1,18116,"['P108', 'P143']","['Product P108', 'Product P143']","['Grocery', 'Books']"
1,18181,"['P132', 'P106', 'P106']","['Product P132', 'Product P106', 'Product P106']","['Electronics', 'Books', 'Books']"
1,18182,"['P109', 'P140', 'P100', 'P127', 'P102', 'P127', 'P105', 'P100', 'P109', 'P130']","['Product P109', 'Product P140', 'Product P100', 'Product P127', 'Product P102', 'Product P127', 'Product P105', 'Product P100', 'Product P109', 'Product P130']","['Books', 'Grocery', 'Grocery', 'Books', 'Electronics', 'Books', 'Electronics', 'Grocery', 'Books', 'Electronics']"
1,18183,"['P106', 'P108', 'P136']","['Product P106', 'Product P108', 'Product P136']","['Books', 'Grocery', 'Books']"
1,18184,"['P103', 'P130']","['Product P103', 'Product P130']","['Electronics', 'Electronics']"
1,18185,"['P115', 'P130', 'P114', 'P127']","['Product P115', 'Product P130', 'Product P114', 'Product P127']","['Apparel', 'Electronics', 'Apparel', 'Books']"
1,18186,['P126'],['Product P126'],['Electronics']
1,18187,"['P133', 'P104', 'P100']","['Product P133', 'Product P104', 'Product P100']","['Books', 'Apparel', 'Grocery']"
1,18188,"['P114', 'P106', 'P129', 'P132', 'P138', 'P118', 'P122', 'P133']","['Product P114', 'Product P106', 'Product P129', 'Product P132', 'Product P138', 'Product P118', 'Product P122', 'Product P133']","['Apparel', 'Books', 'Electronics', 'Electronics', 'Home Goods', 'Apparel', 'Home Goods', 'Books']"
1,18189,['P144'],['Product P144'],['Grocery']
1,18190,"['P147', 'P147', 'P105', 'P105']","['Product P147', 'Product P147', 'Product P105', 'Product P105']","['Grocery', 'Grocery', 'Electronics', 'Electronics']"
1,18302,"['P143', 'P103', 'P119', 'P147', 'P129', 'P124']","['Product P143', 'Product P103', 'Product P119', 'Product P147', 'Product P129', 'Product P124']","['Books', 'Electronics', 'Books', 'Grocery', 'Electronics', 'Electronics']"
1,18303,"['P135', 'P110', 'P136']","['Product P135', 'Product P110', 'Product P136']","['Home Goods', 'Books', 'Books']"
1,18304,"['P132', 'P123']","['Product P132', 'Product P123']","['Electronics', 'Books']"
1,18305,['P103'],['Product P103'],['Electronics']
1,18306,"['P130', 'P149', 'P112']","['Product P130', 'Product P149', 'Product P112']","['Electronics', 'Apparel', 'Home Goods']"
1,18307,"['P130', 'P139', 'P108']","['Product P130', 'Product P139', 'Product P108']","['Electronics', 'Grocery', 'Grocery']"
1,18308,"['P105', 'P138']","['Product P105', 'Product P138']","['Electronics', 'Home Goods']"
1,18309,['P141'],['Product P141'],['Electronics']
1,18310,['P110'],['Product P110'],['Books']
1,18311,['P132'],['Product P132'],['Electronics']
1,18312,['P103'],['Product P103'],['Electronics']
